Year,Team,W,L,W/L%,GB,PS/G,PA/G,SRS,seed
2019,San Antonio Spurs,48,34,.585,9.0,111.7,110.0,1.80,12
2019,Los Angeles Clippers,48,34,.585,9.0,115.1,114.3,1.09,13
2019,Orlando Magic,42,40,.512,18.0,107.3,106.6,0.28,14
2019,Brooklyn Nets,42,40,.512,18.0,112.2,112.3,-0.40,15
2019,Detroit Pistons,41,41,.500,19.0,107.0,107.3,-0.56,16
2019,Miami Heat,39,43,.476,21.0,105.7,105.9,-0.45,17
2019,Charlotte Hornets,39,43,.476,21.0,110.7,111.8,-1.32,18
2019,Sacramento Kings,39,43,.476,18.0,114.2,115.3,-0.81,19
2019,Los Angeles Lakers,37,45,.451,20.0,111.8,113.5,-1.33,20
2019,Minnesota Timberwolves,36,46,.439,21.0,112.5,114.0,-1.02,21
2019,Dallas Mavericks,33,49,.402,24.0,108.9,110.1,-0.87,22
2019,New Orleans Pelicans,33,49,.402,24.0,115.4,116.8,-1.10,23
2019,Memphis Grizzlies,33,49,.402,24.0,103.5,106.1,-2.08,24
2019,Washington Wizards,32,50,.390,28.0,114.0,116.9,-3.30,25
2019,Atlanta Hawks,29,53,.354,31.0,113.3,119.4,-6.06,26
2019,Chicago Bulls,22,60,.268,38.0,104.9,113.4,-8.32,27
2019,Cleveland Cavaliers,19,63,.232,41.0,104.5,114.1,-9.39,28
2019,Phoenix Suns,19,63,.232,38.0,107.5,116.8,-8.61,29
2019,New York Knicks,17,65,.207,43.0,104.6,113.8,-8.93,30
2020,Milwaukee Bucks,56,17,.767,—,118.7,108.6,9.41,1
2020,Toronto Raptors,53,19,.736,2.5,112.8,106.5,5.97,2
2020,Los Angeles Lakers,52,19,.732,—,113.4,107.6,6.28,3
2020,Los Angeles Clippers,49,23,.681,3.5,116.3,109.9,6.66,4
2020,Boston Celtics,48,24,.667,7.5,113.7,107.3,5.83,5
2020,Denver Nuggets,46,27,.630,7.0,111.3,109.2,2.35,6
2020,Indiana Pacers,45,28,.616,11.0,109.4,107.5,1.63,7
2020,Houston Rockets,44,28,.611,8.5,117.8,114.8,3.13,8
2020,Utah Jazz,44,28,.611,8.5,111.3,108.8,2.52,9
2020,Oklahoma City Thunder,44,28,.611,8.5,110.4,108.4,2.33,10
2020,Miami Heat,44,29,.603,12.0,112.0,109.1,2.59,11
2020,Philadelphia 76ers,43,30,.589,13.0,110.7,108.4,2.25,12
2020,Dallas Mavericks,43,32,.573,11.0,117.0,112.1,4.87,13
2020,Brooklyn Nets,35,37,.486,20.5,111.8,112.3,-1.01,14
2020,Portland Trail Blazers,35,39,.473,18.5,115.0,116.1,-0.61,15
2020,Phoenix Suns,34,39,.466,19.0,113.6,113.4,0.56,16
2020,Memphis Grizzlies,34,39,.466,19.0,112.6,113.7,-0.91,17
2020,Orlando Magic,33,40,.452,23.0,107.3,108.3,-0.93,18
2020,San Antonio Spurs,32,39,.451,20.0,114.1,115.2,-0.65,19
2020,Sacramento Kings,31,41,.431,21.5,110.1,112.1,-1.59,20
2020,New Orleans Pelicans,30,42,.417,22.5,115.8,117.1,-0.55,21
2020,Charlotte Hornets,23,42,.354,29.0,102.9,109.6,-7.03,22
2020,Washington Wizards,25,47,.347,30.5,114.4,119.1,-5.24,23
2020,Chicago Bulls,22,43,.338,30.0,106.8,109.9,-4.00,24
2020,New York Knicks,21,45,.318,31.5,105.8,112.3,-6.72,25
2020,Detroit Pistons,20,46,.303,32.5,107.2,110.8,-4.38,26
2020,Atlanta Hawks,20,47,.299,33.0,111.8,119.7,-7.71,27
2020,Minnesota Timberwolves,19,45,.297,29.5,113.3,117.5,-4.02,28
2020,Cleveland Cavaliers,19,46,.292,33.0,106.9,114.8,-7.77,29
2020,Golden State Warriors,15,50,.231,34.0,106.3,115.0,-8.12,30
2021,Utah Jazz,52,20,.722,—,116.4,107.2,8.97,1
2021,Phoenix Suns,51,21,.708,1.0,115.3,109.5,5.67,2
2021,Philadelphia 76ers,49,23,.681,—,113.6,108.1,5.28,3
2021,Brooklyn Nets,48,24,.667,1.0,118.6,114.1,4.24,4
2021,Los Angeles Clippers,47,25,.653,5.0,114.0,107.8,6.02,5
2021,Denver Nuggets,47,25,.653,5.0,115.1,110.1,4.82,6
2021,Milwaukee Bucks,46,26,.639,3.0,120.1,114.2,5.57,7
2021,Los Angeles Lakers,42,30,.583,10.0,109.5,106.8,2.77,8
2021,Portland Trail Blazers,42,30,.583,10.0,116.1,114.3,1.81,9
2021,Dallas Mavericks,42,30,.583,10.0,112.4,110.2,2.26,10
2021,Atlanta Hawks,41,31,.569,8.0,113.7,111.4,2.14,11
2021,New York Knicks,41,31,.569,8.0,107.0,104.7,2.13,12
2021,Miami Heat,40,32,.556,9.0,108.1,108.0,-0.06,13
2021,Golden State Warriors,39,33,.542,13.0,113.7,112.7,1.10,14
2021,Memphis Grizzlies,38,34,.528,14.0,113.3,112.3,1.07,15
2021,Boston Celtics,36,36,.500,13.0,112.6,111.2,1.32,16
2021,Indiana Pacers,34,38,.472,15.0,115.3,115.3,-0.13,17
2021,Washington Wizards,34,38,.472,15.0,116.6,118.5,-1.85,18
2021,Charlotte Hornets,33,39,.458,16.0,109.5,111.4,-1.94,19
2021,San Antonio Spurs,33,39,.458,19.0,111.1,112.8,-1.58,20
2021,Sacramento Kings,31,41,.431,21.0,113.7,117.4,-3.45,21
2021,Chicago Bulls,31,41,.431,18.0,110.7,111.6,-0.94,22
2021,New Orleans Pelicans,31,41,.431,21.0,114.6,114.9,-0.20,23
2021,Toronto Raptors,27,45,.375,22.0,111.3,111.7,-0.54,24
2021,Minnesota Timberwolves,23,49,.319,29.0,112.1,117.7,-5.25,25
2021,Oklahoma City Thunder,22,50,.306,30.0,105.0,115.6,-10.13,26
2021,Cleveland Cavaliers,22,50,.306,27.0,103.8,112.3,-8.19,27
2021,Orlando Magic,21,51,.292,28.0,104.0,113.3,-9.02,28
2021,Detroit Pistons,20,52,.278,29.0,106.6,111.1,-4.38,29
2021,Houston Rockets,17,55,.236,35.0,108.8,116.7,-7.50,30
2022,Phoenix Suns,64,18,.780,—,114.8,107.3,6.94,1
2022,Memphis Grizzlies,56,26,.683,8.0,115.6,109.9,5.37,2
2022,Golden State Warriors,53,29,.646,11.0,111.0,105.5,5.52,3
2022,Miami Heat,53,29,.646,—,110.0,105.6,4.23,4
2022,Dallas Mavericks,52,30,.634,12.0,108.0,104.7,3.12,5
2022,Milwaukee Bucks,51,31,.622,2.0,115.5,112.1,3.22,6
2022,Boston Celtics,51,31,.622,2.0,111.8,104.5,7.02,7
2022,Philadelphia 76ers,51,31,.622,2.0,109.9,107.3,2.57,8
2022,Utah Jazz,49,33,.598,15.0,113.6,107.6,5.67,9
2022,Denver Nuggets,48,34,.585,16.0,112.7,110.4,2.16,10
2022,Toronto Raptors,48,34,.585,5.0,109.4,107.1,2.38,11
2022,Minnesota Timberwolves,46,36,.561,18.0,115.9,113.3,2.53,12
2022,Chicago Bulls,46,36,.561,7.0,111.6,112.0,-0.38,13
2022,Brooklyn Nets,44,38,.537,9.0,112.9,112.1,0.82,14
2022,Cleveland Cavaliers,44,38,.537,9.0,107.8,105.7,2.04,15
2022,Charlotte Hornets,43,39,.524,10.0,115.3,114.9,0.53,16
2022,Atlanta Hawks,43,39,.524,10.0,113.9,112.4,1.55,17
2022,Los Angeles Clippers,42,40,.512,22.0,108.4,108.4,0.09,18
2022,New York Knicks,37,45,.451,16.0,106.5,106.6,-0.01,19
2022,New Orleans Pelicans,36,46,.439,28.0,109.3,110.3,-0.84,20
2022,Washington Wizards,35,47,.427,18.0,108.6,112.0,-3.23,21
2022,San Antonio Spurs,34,48,.415,30.0,113.2,113.0,0.02,22
2022,Los Angeles Lakers,33,49,.402,31.0,112.1,115.1,-3.08,23
2022,Sacramento Kings,30,52,.366,34.0,110.3,115.8,-5.26,24
2022,Portland Trail Blazers,27,55,.329,37.0,106.2,115.1,-8.55,25
2022,Indiana Pacers,25,57,.305,28.0,111.5,114.9,-3.26,26
2022,Oklahoma City Thunder,24,58,.293,40.0,103.7,111.8,-7.90,27
2022,Detroit Pistons,23,59,.280,30.0,104.8,112.5,-7.36,28
2022,Orlando Magic,22,60,.268,31.0,104.2,112.2,-7.67,29
2022,Houston Rockets,20,62,.244,44.0,109.7,118.2,-8.26,30
2023,Milwaukee Bucks,58,24,.707,—,116.9,113.3,3.61,1
2023,Boston Celtics,57,25,.695,1.0,117.9,111.4,6.38,2
2023,Philadelphia 76ers,54,28,.659,4.0,115.2,110.9,4.37,3
2023,Denver Nuggets,53,29,.646,—,115.8,112.5,3.04,4
2023,Cleveland Cavaliers,51,31,.622,7.0,112.3,106.9,5.23,5
2023,Memphis Grizzlies,51,31,.622,2.0,116.9,113.0,3.60,6
2023,Sacramento Kings,48,34,.585,5.0,120.7,118.1,2.30,7
2023,New York Knicks,47,35,.573,11.0,116.0,113.1,2.99,8
2023,Phoenix Suns,45,37,.549,8.0,113.6,111.6,2.08,9
2023,Brooklyn Nets,45,37,.549,13.0,113.4,112.5,1.03,10
2023,Los Angeles Clippers,44,38,.537,9.0,113.6,113.1,0.31,11
2023,Miami Heat,44,38,.537,14.0,109.5,109.8,-0.13,12
2023,Golden State Warriors,44,38,.537,9.0,118.9,117.1,1.66,13
2023,Los Angeles Lakers,43,39,.524,10.0,117.2,116.6,0.43,14
2023,New Orleans Pelicans,42,40,.512,11.0,114.4,112.5,1.63,15
2023,Minnesota Timberwolves,42,40,.512,11.0,115.8,115.8,-0.22,16
2023,Toronto Raptors,41,41,.500,17.0,112.9,111.4,1.59,17
2023,Atlanta Hawks,41,41,.500,17.0,118.4,118.1,0.32,18
2023,Chicago Bulls,40,42,.488,18.0,113.1,111.8,1.37,19
2023,Oklahoma City Thunder,40,42,.488,13.0,117.5,116.4,0.96,20
2023,Dallas Mavericks,38,44,.463,15.0,114.2,114.1,-0.14,21
2023,Utah Jazz,37,45,.451,16.0,117.1,118.0,-1.03,22
2023,Washington Wizards,35,47,.427,23.0,113.2,114.4,-1.06,23
2023,Indiana Pacers,35,47,.427,23.0,116.3,119.5,-2.91,24
2023,Orlando Magic,34,48,.415,24.0,111.4,114.0,-2.39,25
2023,Portland Trail Blazers,33,49,.402,20.0,113.4,117.4,-3.96,26
2023,Charlotte Hornets,27,55,.329,31.0,111.0,117.2,-5.89,27
2023,Houston Rockets,22,60,.268,31.0,110.7,118.6,-7.62,28
2023,San Antonio Spurs,22,60,.268,31.0,113.0,123.1,-9.82,29
2023,Detroit Pistons,17,65,.207,41.0,110.3,118.5,-7.73,30
2024,Boston Celtics,64,18,.780,—,120.6,109.2,10.75,1
2024,Denver Nuggets,57,25,.695,—,114.9,109.6,5.23,2
2024,Oklahoma City Thunder,57,25,.695,—,120.1,112.7,7.36,3
2024,Minnesota Timberwolves,56,26,.683,1.0,113.0,106.5,6.39,4
2024,Los Angeles Clippers,51,31,.622,6.0,115.6,112.3,3.41,5
2024,New York Knicks,50,32,.610,14.0,112.8,108.2,4.36,6
2024,Dallas Mavericks,50,32,.610,7.0,117.9,115.6,2.30,7
2024,Milwaukee Bucks,49,33,.598,15.0,119.0,116.4,2.44,8
2024,New Orleans Pelicans,49,33,.598,8.0,115.1,110.7,4.46,9
2024,Phoenix Suns,49,33,.598,8.0,116.2,113.2,3.08,10
2024,Cleveland Cavaliers,48,34,.585,16.0,112.6,110.2,1.98,11
2024,Philadelphia 76ers,47,35,.573,17.0,114.6,111.5,2.51,12
2024,Orlando Magic,47,35,.573,17.0,110.5,108.4,1.48,13
2024,Indiana Pacers,47,35,.573,17.0,123.3,120.2,2.75,14
2024,Los Angeles Lakers,47,35,.573,10.0,118.0,117.4,1.07,15
2024,Golden State Warriors,46,36,.561,11.0,117.8,115.2,2.77,16
2024,Miami Heat,46,36,.561,18.0,110.1,108.4,1.10,17
2024,Sacramento Kings,46,36,.561,11.0,116.6,114.8,2.29,18
2024,Houston Rockets,41,41,.500,16.0,114.3,113.2,1.24,19
2024,Chicago Bulls,39,43,.476,25.0,112.3,113.7,-1.77,20
2024,Atlanta Hawks,36,46,.439,28.0,118.3,120.5,-2.38,21
2024,Brooklyn Nets,32,50,.390,32.0,110.4,113.3,-3.02,22
2024,Utah Jazz,31,51,.378,26.0,115.7,120.5,-4.22,23
2024,Memphis Grizzlies,27,55,.329,30.0,105.8,112.8,-6.57,24
2024,Toronto Raptors,25,57,.305,39.0,112.4,118.8,-6.45,25
2024,San Antonio Spurs,22,60,.268,35.0,112.1,118.6,-5.80,26
2024,Charlotte Hornets,21,61,.256,43.0,106.6,116.8,-10.12,27
2024,Portland Trail Blazers,21,61,.256,36.0,106.4,115.4,-8.29,28
2024,Washington Wizards,15,67,.183,49.0,113.7,123.0,-9.29,29
2024,Detroit Pistons,14,68,.171,50.0,109.9,119.0,-9.06,30
